Country,Subject,Measure,Year,Value
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1996,22964.381
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1997,25270.178
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1998,27553.351000000002
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1999,27565.353
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2000,29604.681
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2001,32805.245
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2002,36132.717000000004
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2003,41214.457
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2004,44008.486
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2005,48263.292
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2006,53893.935999999994
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2007,61698.944
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2008,66344.349
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2009,57437.558
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2010,62112.639
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2011,69113.56599999999
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2012,73635.704
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2013,78911.08
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2014,82564.283
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2015,83730.561
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2016,88699.756
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2017,95660.00099999999
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2018,100384.511
Lithuania,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2019,106496.92
Lithuania,GDP per head of population,"USD, current prices, current PPPs",1995,5922.337219
Lithuania,GDP per head of population,"USD, current prices, current PPPs",1996,6376.160873
Lithuania,GDP per head of population,"USD, current prices, current PPPs",1997,7068.185836
Lithuania,GDP per head of population,"USD, current prices, current PPPs",1998,7763.038064
Lithuania,GDP per head of population,"USD, current prices, current PPPs",1999,7821.733443000001
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2000,8459.688812999999
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2001,9451.732992
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2002,10494.340366
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2003,12067.902353
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2004,13031.539423999999
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2005,14526.197743
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2006,16481.784661
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2007,19094.190747999997
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2008,20744.076647
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2009,18159.684924
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2010,20053.917919
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2011,22823.956818000002
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2012,24645.682252000002
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2013,26679.978862
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2014,28156.190204000002
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2015,28823.805557
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2016,30924.899702999995
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2017,33821.206172000006
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2018,35831.865154
Lithuania,GDP per head of population,"USD, current prices, current PPPs",2019,38136.070985000006
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",1995,9.609446
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",1996,10.185931
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",1997,11.103902
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",1998,11.879984
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",1999,12.532322
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2000,13.215734
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2001,15.347920000000002
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2002,16.575517
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2003,18.662323999999998
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2004,19.158614
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2005,20.853938
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2006,23.417676
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2007,25.859621
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2008,27.741032
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2009,27.014684000000003
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2010,29.868954
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2011,33.495465
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2012,35.068115
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2013,37.392762
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2014,38.529003
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2015,37.99358
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2016,38.85873
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2017,43.171833
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2018,44.498514
Lithuania,GDP per hour worked,"USD, current prices, current PPPs",2019,46.963567
Lithuania,GDP per person employed,"USD, current prices, current PPPs",1995,14491.043875
Lithuania,GDP per person employed,"USD, current prices, current PPPs",1996,15340.011690000001
Lithuania,GDP per person employed,"USD, current prices, current PPPs",1997,16777.995552
Lithuania,GDP per person employed,"USD, current prices, current PPPs",1998,18437.734877000003
Lithuania,GDP per person employed,"USD, current prices, current PPPs",1999,18861.144276
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2000,21158.389912
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2001,24372.497027
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2002,25907.533773
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2003,28907.940489999997
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2004,31209.381752999998
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2005,33971.064779
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2006,38053.723365
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2007,42694.234046
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2008,46521.710364
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2009,43628.714404000006
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2010,49761.676692
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2011,55066.543815
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2012,57581.844745
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2013,60875.417345
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2014,62416.985076
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2015,62423.4515
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2016,64660.926637
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2017,70240.571525
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2018,72710.571224
Lithuania,GDP per person employed,"USD, current prices, current PPPs",2019,76785.432407
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1995,36241.323
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1996,38107.736000000004
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,41268.098
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,44349.66
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,43846.449
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,45526.499
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,48496.844000000005
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,51775.595
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,57231.999
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,60980.742999999995
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,65692.973
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,70558.48700000001
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,78381.274
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,80441.195
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,68524.505
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,69540.198
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,73730.438
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,76556.74900000001
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,79280.963
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,82062.117
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,83730.561
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,85870.664
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,89518.086
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,92780.802
Lithuania,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,96427.466
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",1995,9986.311482
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",1996,10580.779653
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,11542.878161
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,12495.325839
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,12441.532545999999
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,13009.429633
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,13972.741872
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,15037.637955000002
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,16757.958874
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,18057.266421
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,19772.151392
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,21578.119452000003
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2007,24256.930505
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2008,25151.777655
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2009,21664.977824
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2010,22452.007276
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2011,24348.625465
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2012,25623.348561000003
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2013,26805.036973
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2014,27984.940833999997
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2015,28823.805557
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2016,29938.545395999998
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2017,31649.692776999997
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2018,33117.750468
Lithuania,GDP per head of population,"USD, constant prices, 2015 PPPs",2019,34530.244521
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",1995,16.203554999999998
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",1996,16.902819
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",1997,18.133505
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",1998,19.12193
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",1999,19.934365
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2000,20.323342999999998
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2001,22.689228
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2002,23.751529
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2003,25.915229999999998
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2004,26.5473
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2005,28.385075
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2006,30.658659000000004
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2007,32.851616
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2008,33.635446
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2009,32.229223
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2010,33.440745
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2011,35.733003000000004
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2012,36.459227
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2013,37.568034999999995
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2014,38.294665
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2015,37.99358
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2016,37.619325
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2017,40.399956
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2018,41.127936
Lithuania,GDP per hour worked,"USD, constant prices, 2015 PPPs",2019,42.523087
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",1995,24434.96081
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",1996,25455.644361000002
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",1997,27399.726455
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",1998,29677.235011
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",1999,30001.219305000002
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2000,32537.672577999998
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2001,36030.494094
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2002,37123.639943
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2003,40142.691222
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2004,43245.552411000004
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2005,46239.287641
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2006,49820.320144
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2007,54238.018352
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2008,56406.642488
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2009,52050.194375
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2010,55712.281843
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2011,58745.057297
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2012,59866.051326
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2013,61160.761076999996
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2014,62037.35739
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2015,62423.4515
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2016,62598.5567
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2017,65730.72816900001
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2018,67203.048008
Lithuania,GDP per person employed,"USD, constant prices, 2015 PPPs",2019,69525.247046
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1995,0.281328
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1996,0.284455
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1997,0.294608
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1998,0.304026
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1999,0.286225
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2000,0.28876
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2001,0.310015
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2002,0.330389
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2003,0.359693
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2004,0.36032
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2005,0.370213
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2006,0.390123
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2007,0.42692700000000006
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2008,0.450928
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2009,0.397521
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2010,0.414304
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2011,0.444672
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2012,0.454625
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2013,0.47013299999999997
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2014,0.471062
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2015,0.459092
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2016,0.47318999999999994
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2017,0.48948500000000006
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2018,0.487023
Lithuania,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2019,0.496878
Lithuania,GDP per head of population,As % of the USA (USA=100),1995,20.665915
Lithuania,GDP per head of population,As % of the USA (USA=100),1996,21.302042
Lithuania,GDP per head of population,As % of the USA (USA=100),1997,22.492639999999998
Lithuania,GDP per head of population,As % of the USA (USA=100),1998,23.654831
Lithuania,GDP per head of population,As % of the USA (USA=100),1999,22.686176
Lithuania,GDP per head of population,As % of the USA (USA=100),2000,23.301973999999998
Lithuania,GDP per head of population,As % of the USA (USA=100),2001,25.476430999999998
Lithuania,GDP per head of population,As % of the USA (USA=100),2002,27.631513
Lithuania,GDP per head of population,As % of the USA (USA=100),2003,30.608927
Lithuania,GDP per head of population,As % of the USA (USA=100),2004,31.28983
Lithuania,GDP per head of population,As % of the USA (USA=100),2005,32.981303999999994
Lithuania,GDP per head of population,As % of the USA (USA=100),2006,35.651056
Lithuania,GDP per head of population,As % of the USA (USA=100),2007,39.860896999999994
Lithuania,GDP per head of population,As % of the USA (USA=100),2008,42.938421000000005
Lithuania,GDP per head of population,As % of the USA (USA=100),2009,38.614490999999994
Lithuania,GDP per head of population,As % of the USA (USA=100),2010,41.437308
Lithuania,GDP per head of population,As % of the USA (USA=100),2011,45.821394
Lithuania,GDP per head of population,As % of the USA (USA=100),2012,47.817655
Lithuania,GDP per head of population,As % of the USA (USA=100),2013,50.295982
Lithuania,GDP per head of population,As % of the USA (USA=100),2014,51.199432
Lithuania,GDP per head of population,As % of the USA (USA=100),2015,50.73494
Lithuania,GDP per head of population,As % of the USA (USA=100),2016,53.339588
Lithuania,GDP per head of population,As % of the USA (USA=100),2017,56.315663
Lithuania,GDP per head of population,As % of the USA (USA=100),2018,56.921801
Lithuania,GDP per head of population,As % of the USA (USA=100),2019,58.541712
Lithuania,GDP per hour worked,As % of the USA (USA=100),1995,28.903494
Lithuania,GDP per hour worked,As % of the USA (USA=100),1996,29.356754
Lithuania,GDP per hour worked,As % of the USA (USA=100),1997,31.01043
Lithuania,GDP per hour worked,As % of the USA (USA=100),1998,32.086696999999994
Lithuania,GDP per hour worked,As % of the USA (USA=100),1999,32.422255
Lithuania,GDP per hour worked,As % of the USA (USA=100),2000,32.53304
Lithuania,GDP per hour worked,As % of the USA (USA=100),2001,36.16148
Lithuania,GDP per hour worked,As % of the USA (USA=100),2002,37.393975
Lithuania,GDP per hour worked,As % of the USA (USA=100),2003,40.095611
Lithuania,GDP per hour worked,As % of the USA (USA=100),2004,39.080890999999994
Lithuania,GDP per hour worked,As % of the USA (USA=100),2005,40.398131
Lithuania,GDP per hour worked,As % of the USA (USA=100),2006,43.588453
Lithuania,GDP per hour worked,As % of the USA (USA=100),2007,46.286522
Lithuania,GDP per hour worked,As % of the USA (USA=100),2008,48.215375
Lithuania,GDP per hour worked,As % of the USA (USA=100),2009,45.125335
Lithuania,GDP per hour worked,As % of the USA (USA=100),2010,48.116502000000004
Lithuania,GDP per hour worked,As % of the USA (USA=100),2011,52.83365799999999
Lithuania,GDP per hour worked,As % of the USA (USA=100),2012,54.085675
Lithuania,GDP per hour worked,As % of the USA (USA=100),2013,56.43628199999999
Lithuania,GDP per hour worked,As % of the USA (USA=100),2014,56.777069999999995
Lithuania,GDP per hour worked,As % of the USA (USA=100),2015,54.939583999999996
Lithuania,GDP per hour worked,As % of the USA (USA=100),2016,55.425864000000004
Lithuania,GDP per hour worked,As % of the USA (USA=100),2017,59.82849399999999
Lithuania,GDP per hour worked,As % of the USA (USA=100),2018,59.529361
Lithuania,GDP per hour worked,As % of the USA (USA=100),2019,60.971647999999995
Lithuania,GDP per person employed,As % of the USA (USA=100),1995,24.173524
Lithuania,GDP per person employed,As % of the USA (USA=100),1996,24.540988
Lithuania,GDP per person employed,As % of the USA (USA=100),1997,25.806758
Lithuania,GDP per person employed,As % of the USA (USA=100),1998,27.217722
Lithuania,GDP per person employed,As % of the USA (USA=100),1999,26.591599
Lithuania,GDP per person employed,As % of the USA (USA=100),2000,28.722388
Lithuania,GDP per person employed,As % of the USA (USA=100),2001,32.065275
Lithuania,GDP per person employed,As % of the USA (USA=100),2002,32.885154
Lithuania,GDP per person employed,As % of the USA (USA=100),2003,35.342213
Lithuania,GDP per person employed,As % of the USA (USA=100),2004,36.175216999999996
Lithuania,GDP per person employed,As % of the USA (USA=100),2005,37.518264
Lithuania,GDP per person employed,As % of the USA (USA=100),2006,40.405576
Lithuania,GDP per person employed,As % of the USA (USA=100),2007,43.807509
Lithuania,GDP per person employed,As % of the USA (USA=100),2008,46.685041999999996
Lithuania,GDP per person employed,As % of the USA (USA=100),2009,42.93262
Lithuania,GDP per person employed,As % of the USA (USA=100),2010,46.928232
Lithuania,GDP per person employed,As % of the USA (USA=100),2011,50.371140000000004
Lithuania,GDP per person employed,As % of the USA (USA=100),2012,51.461374
Lithuania,GDP per person employed,As % of the USA (USA=100),2013,53.018480000000004
Lithuania,GDP per person employed,As % of the USA (USA=100),2014,52.887529
Lithuania,GDP per person employed,As % of the USA (USA=100),2015,51.682123
Lithuania,GDP per person employed,As % of the USA (USA=100),2016,52.979319
Lithuania,GDP per person employed,As % of the USA (USA=100),2017,55.885932999999994
Lithuania,GDP per person employed,As % of the USA (USA=100),2018,55.708342
Lithuania,GDP per person employed,As % of the USA (USA=100),2019,57.221343999999995
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1995,71.499713
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1996,72.56266
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1997,72.532499
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1998,73.721612
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1999,69.971
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2000,71.62556500000001
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2001,70.451848
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2002,73.89295600000001
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2003,76.339846
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2004,80.064269
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2005,81.64066700000001
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2006,81.790137
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2007,86.117719
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2008,89.055453
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2009,85.57164399999999
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2010,86.118703
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2011,86.727657
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2012,88.410942
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2013,89.119941
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2014,90.176248
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2015,92.346784
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2016,96.235916
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2017,94.128498
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2018,95.619709
Lithuania,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2019,96.014646
Lithuania,Total population; persons; thousands,Persons/Hours,1970,3140.110187
Lithuania,Total population; persons; thousands,Persons/Hours,1971,3180.113649
Lithuania,Total population; persons; thousands,Persons/Hours,1972,3215.880674
Lithuania,Total population; persons; thousands,Persons/Hours,1973,3248.186891
Lithuania,Total population; persons; thousands,Persons/Hours,1974,3279.022914
Lithuania,Total population; persons; thousands,Persons/Hours,1975,3307.879331
Lithuania,Total population; persons; thousands,Persons/Hours,1976,3336.249353
Lithuania,Total population; persons; thousands,Persons/Hours,1977,3364.148993
Lithuania,Total population; persons; thousands,Persons/Hours,1978,3389.7387590000003
Lithuania,Total population; persons; thousands,Persons/Hours,1979,3413.639154
Lithuania,Total population; persons; thousands,Persons/Hours,1980,3438.078987
Lithuania,Total population; persons; thousands,Persons/Hours,1981,3465.1529579999997
Lithuania,Total population; persons; thousands,Persons/Hours,1982,3494.8100240000003
Lithuania,Total population; persons; thousands,Persons/Hours,1983,3526.241531
Lithuania,Total population; persons; thousands,Persons/Hours,1984,3557.9412549999997
Lithuania,Total population; persons; thousands,Persons/Hours,1985,3589.945226
Lithuania,Total population; persons; thousands,Persons/Hours,1986,3622.532671
Lithuania,Total population; persons; thousands,Persons/Hours,1987,3656.306078
Lithuania,Total population; persons; thousands,Persons/Hours,1988,3676.933817
Lithuania,Total population; persons; thousands,Persons/Hours,1989,3684.239746
Lithuania,Total population; persons; thousands,Persons/Hours,1990,3697.8367799999996
Lithuania,Total population; persons; thousands,Persons/Hours,1991,3704.1318880000003
Lithuania,Total population; persons; thousands,Persons/Hours,1992,3700.1126259999996
Lithuania,Total population; persons; thousands,Persons/Hours,1993,3682.611424
Lithuania,Total population; persons; thousands,Persons/Hours,1994,3657.142757
