Country,Subject,Measure,Year,Unit,Value
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,17.809378
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,16.513737
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,16.694162
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,25.073091
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,15.593981
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,21.367282
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,26.758516999999998
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,23.314606
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-11.356137
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,12.029767999999999
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,19.96535
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,4.633622
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,6.897259
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-8.661039
Russia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-31.828697
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,19.779888
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,17.633556
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,16.512853
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,16.631211999999998
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,25.260047
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,15.999323
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,21.360764
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,26.569789
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,23.193673999999998
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-11.257438
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,11.972476
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,20.02354
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,4.579722
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,7.005236
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-8.845603
Russia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-31.792374
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-6.749014
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-11.838834
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,0.631371
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-4.304069
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-12.563755
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,0.359502
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,6.367913
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,20.307744
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,10.354803
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.47885
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,1.746432
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,11.932004
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,14.31085
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,2.19448
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-5.473788
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,3.827761
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-6.825349
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,3.7006360000000003
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-0.783172
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-16.244132
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,2.017519
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,3.134655
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,7.302772999999999
Slovenia,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-0.735607
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-5.572241
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-10.956072
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,1.006709
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-4.483315
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-11.927004
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,-0.234028
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,7.428352
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,21.109509
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,11.436574
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.463125
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,2.108967
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,12.00853
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,13.947907
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,2.7467650000000003
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-4.582388
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,3.945036
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-7.007039
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,3.774886
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-1.037693
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-15.973633
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,1.5711680000000001
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,3.2990410000000003
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,7.657960000000001
Slovenia,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-0.976325
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,-15.503623000000001
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,47.272989
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,24.292972
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,7.509758000000001
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,-0.742173
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,2.020588
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,-8.217044
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,7.284924
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,25.688935999999998
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,7.6963740000000005
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-6.6509160000000005
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,-9.461017
South Africa,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-5.945024
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,-15.470937
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,47.226178999999995
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,23.358891
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,7.374650999999999
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,0.020834000000000002
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,1.458391
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,-8.790341
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,6.91103
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,25.741738
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,7.377927000000001
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-6.091836
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,-9.410688
South Africa,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,-5.884345
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-0.46770600000000007
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-8.915728999999999
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,-0.478767
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-2.334881
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-10.438083
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,-1.338188
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,6.834473
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,19.740609
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,11.262307
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.6642569999999999
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,2.244704
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,11.369536
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,8.288458
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-3.792536
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-4.05555
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,5.184728
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-5.045706
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,3.839714
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,1.180863
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-14.935039000000002
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,-1.50023
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,2.061986
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,6.2791879999999995
European Union (28 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-3.2593
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-0.600276
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-8.832357
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,-0.445805
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-2.392923
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-10.343643
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,-1.266254
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,6.874058
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,19.827011
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,11.299176
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.727928
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,2.4101060000000003
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,11.489865
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,8.469381
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-3.9273949999999997
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-4.024424
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,5.2497489999999996
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-4.979680999999999
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,3.869652
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,1.2747870000000001
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-14.885183999999999
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,-1.3874540000000002
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,2.1669080000000003
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,6.404491
European Union (28 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-3.2024880000000002
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-1.093397
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-12.002626
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,-1.2455610000000001
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-3.326279
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-12.361874
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,-1.512292
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,8.110063
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,22.249672
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,10.674741000000001
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.389837
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,1.66707
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,10.696131
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,11.258059
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-0.729406
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-5.52161
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,5.3811480000000005
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-5.821832
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,4.680448
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,0.5355260000000001
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-16.167965
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,0.352637
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,2.6517459999999997
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,6.378983
Euro area (19 countries),"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-3.5463449999999996
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1996,Percentage,-1.137166
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1997,Percentage,-11.968862
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1998,Percentage,-1.289359
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,1999,Percentage,-3.248866
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2000,Percentage,-12.292962
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2001,Percentage,-1.368937
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2002,Percentage,8.200610000000001
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2003,Percentage,22.220633
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2004,Percentage,10.788189
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2005,Percentage,1.430606
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2006,Percentage,1.838632
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2007,Percentage,10.742807
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2008,Percentage,11.475007000000002
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-0.9879709999999999
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,-5.479878
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,5.38805
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-5.847009
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,4.6653400000000005
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,0.663254
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-16.150916
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,0.5253329999999999
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,2.793748
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,6.504866000000001
Euro area (19 countries),"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-3.4350989999999997
Iceland,Unit Labour Costs,Annual growth/change,2009,Percentage,-1.783004
Iceland,Unit Labour Costs,Annual growth/change,2010,Percentage,8.940427
Iceland,Unit Labour Costs,Annual growth/change,2011,Percentage,7.707222
Iceland,Unit Labour Costs,Annual growth/change,2012,Percentage,5.1786970000000005
Iceland,Unit Labour Costs,Annual growth/change,2013,Percentage,3.8557629999999996
Iceland,Unit Labour Costs,Annual growth/change,2014,Percentage,4.2713790000000005
Iceland,Unit Labour Costs,Annual growth/change,2015,Percentage,5.937183
Iceland,Unit Labour Costs,Annual growth/change,2016,Percentage,4.756622
Iceland,Unit Labour Costs,Annual growth/change,2017,Percentage,5.053938
Iceland,Unit Labour Costs,Annual growth/change,2018,Percentage,5.180383999999999
Iceland,Unit Labour Costs,Annual growth/change,2019,Percentage,1.8426919999999998
Iceland,Labour compensation per hour worked,Annual growth/change,2009,Percentage,5.850941000000001
Iceland,Labour compensation per hour worked,Annual growth/change,2010,Percentage,7.203555000000001
Iceland,Labour compensation per hour worked,Annual growth/change,2011,Percentage,7.9065199999999995
Iceland,Labour compensation per hour worked,Annual growth/change,2012,Percentage,5.550877
Iceland,Labour compensation per hour worked,Annual growth/change,2013,Percentage,5.5025889999999995
Iceland,Labour compensation per hour worked,Annual growth/change,2014,Percentage,4.6947410000000005
Iceland,Labour compensation per hour worked,Annual growth/change,2015,Percentage,7.999607000000001
Iceland,Labour compensation per hour worked,Annual growth/change,2016,Percentage,7.7680039999999995
Iceland,Labour compensation per hour worked,Annual growth/change,2017,Percentage,6.069573
Iceland,Labour compensation per hour worked,Annual growth/change,2018,Percentage,7.180842
Iceland,Labour compensation per hour worked,Annual growth/change,2019,Percentage,3.0979970000000003
Iceland,Labour compensation per employee,Annual growth/change,2009,Percentage,-0.08350199999999999
Iceland,Labour compensation per employee,Annual growth/change,2010,Percentage,6.636813
Iceland,Labour compensation per employee,Annual growth/change,2011,Percentage,8.463167
Iceland,Labour compensation per employee,Annual growth/change,2012,Percentage,4.562573
Iceland,Labour compensation per employee,Annual growth/change,2013,Percentage,5.518884
Iceland,Labour compensation per employee,Annual growth/change,2014,Percentage,3.820301
Iceland,Labour compensation per employee,Annual growth/change,2015,Percentage,7.759198
Iceland,Labour compensation per employee,Annual growth/change,2016,Percentage,6.734299000000001
Iceland,Labour compensation per employee,Annual growth/change,2017,Percentage,5.148089
Iceland,Labour compensation per employee,Annual growth/change,2018,Percentage,6.072255
Iceland,Labour compensation per employee,Annual growth/change,2019,Percentage,4.50095
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,-1.463236
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,9.028152
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,7.634186
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,5.1637
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,3.7412360000000002
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,4.18421
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,5.849667
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,4.62554
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,4.819634
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,5.173933
Iceland,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,2.079972
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-30.135122999999997
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,10.185033
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,13.547798
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-2.497417
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,6.323962
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,9.104001
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-6.230097
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,14.387726
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,18.792397
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,3.761855
Iceland,"Unit Labour Costs, USD exchange-rate adjusted",Annual growth/change,2019,Percentage,-10.04101
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2009,Percentage,-29.907662
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2010,Percentage,10.273761
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2011,Percentage,13.470801000000002
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2012,Percentage,-2.511319
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2013,Percentage,6.206714
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2014,Percentage,9.012792
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2015,Percentage,-6.307562
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2016,Percentage,14.244592
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2017,Percentage,18.527452
Iceland,"Unit Labour Costs, employment based, USD exchange-rate adjusted",Annual growth/change,2018,Percentage,3.755491
